"","class","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15","feature_16","feature_17","feature_18","feature_19","feature_20","feature_21","feature_22","feature_23","feature_24","feature_25","feature_26","feature_27","feature_28","feature_29","feature_30","feature_31","feature_32","feature_33","feature_34","feature_35","feature_36","feature_37","feature_38","feature_39","feature_40","feature_41","feature_42","feature_43","feature_44","feature_45","feature_46","feature_47","feature_48","feature_49","feature_50","feature_51","feature_52","feature_53","feature_54","feature_55","feature_56","feature_57","feature_58","feature_59","feature_60","feature_61","feature_62","feature_63","feature_64","feature_65","feature_66","feature_67","feature_68","feature_69","feature_70","feature_71","feature_72","feature_73","feature_74","feature_75","feature_76","feature_77","feature_78","feature_79","feature_80","feature_81","feature_82","feature_83","feature_84","feature_85","feature_86","feature_87","feature_88","feature_89","feature_90","feature_91","feature_92","feature_93","feature_94","feature_95","feature_96","feature_97","feature_98","feature_99","feature_100"
"sample_27","Class_A",5.51245494823181,5.4408657431537,4.81773381707754,4.76859457218362,5.1528877963166,5.43111129600874,4.40229052740799,6.57122875484942,4.12751713637809,5.28835935065408,4.90696060904585,4.41451201720658,4.9794073186215,6.07188556961069,6.02538116659111,4.92480147022994,5.82547245171639,5.72767806383203,3.93781207739345,4.73151595882468,4.02009486672999,4.37474044966275,5.15585243483184,3.30614115701424,6.26444244267184,5.22559069329925,5.32669832905699,6.79074575068494,6.20987535527118,5.59130594295561,5.45756683620777,3.81599804752475,5.78672238918942,3.39423517659416,3.72661464091764,7.09657693356123,4.93716237341815,5.02491418530988,4.8228307817668,5.78894745369933,4.04220098225698,5.14088276054535,5.29411001053507,4.85335858578144,5.80227240940545,4.24038437183912,5.82763802928018,6.88863757343078,6.083023689997,4.34497831089291,5.43522479771332,5.86082150189661,6.21874956419033,4.63359442900645,3.66947148308623,3.56737153014843,6.64593266356361,4.87155739391486,5.8838995098415,5.5803477101023,5.82517147597548,6.27636183886777,4.44235157359732,4.33902054182989,6.61645599491999,6.413490490076,4.85950523464197,5.56324793721461,4.20456870114408,6.23164018317437,4.40536847264101,6.50932554741488,3.71128151069971,6.07103060010449,5.21806210714964,5.52802496850478,6.29943834250445,4.79147066683729,5.09275038881823,5.72330905560957,5.68645998807832,4.07418406395486,4.68062033225909,6.63314043597829,6.50897330376276,6.78266000164295,5.65784195141672,5.44880088475939,5.33688604309698,5.97662388636486,5.73377955795319,3.03033487666291,4.25524932936152,5.89130604825722,3.12358312920833,4.01892239550535,6.16771836765196,3.44810837963492,4.74174260230001,4.31706476703274
"sample_28","Class_A",5.32650054355051,4.91954508100559,3.50756868308377,5.4395308270135,4.06012828600902,5.04434945458037,3.87466089199512,1.9876951075386,4.89283588009118,3.66702388919838,3.39074982396611,4.59499693022115,5.00280426323633,4.30457926409144,4.55460280084264,4.65597046686374,6.06704147884897,5.07800178663581,4.52834628238751,5.01032431543773,4.94426996784027,5.44895845080414,4.24678314063869,4.49428037547791,5.31648346301392,5.46686106934821,7.29367809881149,5.59110494573352,4.06133309949435,5.22726151583331,6.73721226663258,3.79319817419647,6.7405779548628,7.49513252606494,5.56283370270554,4.91981708764785,5.82989717830731,6.14070517951448,3.45909716530944,2.97678429819406,4.99924245565075,5.45799014036183,5.60766181779912,5.24951055096371,5.44103615848404,5.88584568629888,4.38456103700676,6.46658109088538,4.37108521346955,4.92198120243758,5.36780872995554,4.73546946541855,4.49417548148924,5.85339485053407,6.13246202967569,5.80232069143907,5.10315451306419,5.14518528154007,3.24592356280498,2.82838584178227,4.28059195423949,5.93331939197481,3.85609277516658,6.54043874576739,5.409896908046,4.77053659900554,3.96147509277783,6.18375163254459,5.07496636579341,6.17575531007935,5.41818369180087,5.27470383655648,4.23568876155133,4.69858337967189,4.6881606852368,4.98126585548561,6.00483762828612,5.65985544893271,4.93380539581559,3.17708488696734,4.48466085289568,5.18625940177392,5.17948562095784,5.95656451965293,6.81343446738357,4.45364163076793,4.39826133379785,5.12159090384207,6.79986218027513,5.1811194090159,5.59229458089415,4.85037105591904,5.26209972491696,5.20722565350619,3.96894003657747,3.3767554854083,5.33466255968779,4.64288778845162,5.05232271662296,5.33814212306572
"sample_29","Class_A",5.37164594865375,4.41205947375386,4.88626027448771,6.83942064454197,4.8654836650812,5.82681024152045,4.43770123980488,5.69945108851259,5.93164798517428,4.27008770488619,3.88055469083693,5.77691646043363,3.87638367050623,5.74137609016578,5.1979267102073,6.01038115076256,7.41455034290052,6.28727546596632,5.84879017982228,2.12140430021869,4.84038159302762,4.67265796263717,5.54611800577979,5.3561265680673,5.48626751536905,5.42634720314291,4.72318689015996,6.5271499614383,5.5998726556989,6.91584525724097,5.55113561560687,5.25868447915655,4.36623193075483,5.3493144122321,5.6934951443229,5.70795946068087,5.32519040616263,6.95103002926669,6.08749365200615,4.60677764656428,4.14784587436802,3.36999279907901,6.71637287069481,3.58942201847618,3.84096023123812,6.43147625994186,6.48013974543988,3.87835414944702,4.4414640720934,6.6496916419736,6.88615839968423,4.50037100854444,3.61318849011879,4.63941466656938,7.08788807279304,4.12282025684218,4.35215569880235,5.90660640713206,4.26581393824656,5.18326782505447,5.05705892198348,3.61029188238036,4.62549321344715,4.13969588326147,5.53332427280712,5.18747007956621,4.87168687968279,4.58584603133673,5.44761441850027,5.59175972577522,7.25547596634249,5.15946915183666,5.58053264830187,6.59716467087396,5.44135275792441,4.63227803958658,5.53709633541069,3.22701852812991,4.69604525505178,3.39000563386682,5.82512821978281,4.10422027486841,6.0717929049865,5.25077097350308,6.15981915656744,6.88521483310821,2.23652084660451,6.67631847065463,5.99824258582612,5.63768126346101,6.19952725678856,6.46849047004575,5.48157566580299,3.8297662823073,3.96209498059269,6.87875547523033,2.61181392042188,4.69715413529308,6.06799011172791,5.57607142756434
"sample_30","Class_A",2.88999377366164,4.84923682264108,5.58169006043147,7.83591216421769,5.94929684132258,4.81604384847817,4.39154177554603,5.02341361961661,5.04933810047556,3.57924299417089,4.67380362313691,4.87539514857667,5.30566020005947,4.35426320058303,4.78420194753107,4.99674513725775,7.39858617624399,4.09131952533325,3.14422971497154,4.17538768488196,2.87216689603059,5.61435551188667,7.12264774470709,4.27984492351998,5.50309258867373,6.58969309255906,5.76940386775807,6.56162187153133,5.07173208625371,6.00591116966741,6.31087206828867,4.62251334913111,5.08567973797338,3.58800742192899,5.93450005769743,5.00754346854058,5.65206383825395,4.80442450204951,4.17756844903493,4.69322014363878,5.18864699417188,3.82933593726626,5.20974184415783,4.47391846318288,5.34843748335186,5.09448875187647,2.7203605321862,6.87766108904532,4.03834150485076,6.0558400742662,3.63919225249966,5.94371718781734,5.09093342191614,6.0214380142011,6.65732316720053,6.09270279334251,5.55635376789318,5.0398829888497,5.64365017147604,5.64084189268615,5.54554249682817,5.98099690848031,5.29969168630081,4.71306780694183,6.88530427300017,5.28019929176154,7.35212955642387,5.56534171440039,4.9596223292563,4.49493522044512,4.01568992629821,4.45364110780393,5.91781515555961,5.61345733601909,5.06525874226715,4.50206557466504,4.95078523778283,4.72135205552688,5.37296240909317,4.15764256101055,5.11896492328818,4.67679152107155,4.70683387754727,5.79241753786501,6.09566770958937,3.76052595638441,4.41723794409539,4.36288223495667,5.36643023278182,3.80201286405481,5.32903330924752,5.51968675081488,5.29209189255842,4.71220298626168,4.57275668489983,5.95661534441086,6.18829124761044,5.07048798338467,6.14069115488787,4.4606325878225
"sample_31","Class_A",5.42030541885827,5.91352112167268,5.98921412835801,6.30882533400126,4.75864670877913,5.34104532102011,4.22028035289625,5.18228895661241,4.80789134070839,5.7898262083254,4.22067529098819,4.77546965752377,5.33531807681784,4.06603781940306,4.62675808243602,4.54984006311799,5.44523382889298,4.55724928512434,4.36545090345412,5.4392265386489,5.44658549690648,4.52400322149262,4.47320289413063,5.1197021720482,6.6657799089854,5.87100018310655,5.80205895369187,5.43269187002621,4.8413346407008,4.76668287170528,5.58046150779959,5.27442319528766,6.42310661193795,6.10439137214902,4.97595849246527,4.74629348791604,4.74187620794336,5.78445984036531,3.3244224824538,4.682260790624,5.66374606896042,4.21733413167794,6.20446268884971,3.79557307142337,5.59091203900084,3.98557046039054,6.09580601817624,4.96890436047604,4.92793005170271,5.20374259875031,5.06705511393148,4.59809074319604,4.47942399940269,5.97273332020331,4.49576151626442,6.4045000618705,5.60507109824071,4.96940008447841,5.67609094303028,4.41060867397523,3.90095006025722,3.68230019538906,5.17522220188086,3.58347160300338,4.25373568434177,6.12231751344389,5.62065427633137,3.11283206570313,5.50733584686251,3.67845419355156,4.92619011530376,4.89793049342582,5.32838658237227,5.92076090767625,4.74422622454411,6.81918472186448,5.04834919080623,4.72057033303119,5.43242415576722,5.15351742472993,3.72799490423943,6.28067345358535,5.62313385078951,5.86203422252525,4.11827930742214,5.98706245023321,2.85390729363343,5.45232937841244,3.24509310296704,6.72980612636725,4.0958375648994,5.72323898110548,4.06945751421137,3.76250426397492,3.94174702010398,5.22833778964791,6.16252146697304,4.03349794678506,5.04651296863129,5.27433010126933
"sample_32","Class_A",4.54052504209183,3.02878466062316,3.42547049657744,3.56538365697672,3.6526860986346,4.89497055014797,5.45832008774669,4.21406015132678,5.94569559444385,4.28779243593158,4.81213477658648,5.70902655667676,6.670690726809,4.85754633355632,2.966249889533,4.21991387678997,4.62856930575345,5.46849494620296,4.94893447811105,4.81630292806098,6.00754081871669,3.5319112284788,4.3918691974192,5.7685507089217,4.33209532236429,5.40670590662018,5.48165400960524,5.77752892688434,5.70500292922617,5.93239130782825,4.74121205978457,4.80009503498795,5.3513213529323,7.40265335413025,5.22861253622959,4.1573928419046,5.39763959053003,3.97949392771083,4.86109590302676,4.07033291460412,4.24749916175805,4.42561952959774,6.19632087074397,5.62358234817317,4.73957191610254,5.3779793919184,5.34605594668875,4.55691009545963,3.53507303898288,3.69145217230087,2.32198180438617,6.32091754247538,3.59812720926965,4.65827562816523,3.62045096436016,4.42697808203231,6.95960840627964,4.42583670752641,4.94698537096406,5.15900955840876,3.51492495108491,5.90816617477893,5.95525233640173,5.38297368372383,6.88028651117433,6.3182987791542,6.94901188600092,6.1054991370235,7.0297790189337,5.68448794588511,6.30342023329627,5.24991223491063,5.3398365622916,5.84830635852698,5.15248819593916,4.42105144494962,5.17767228356731,3.45967123937471,5.88503411114418,5.52362942767516,4.04343499779723,6.41530600975944,4.70122882687838,6.25829124446621,5.36689458220231,5.08607584051209,5.33020678085625,3.60431323873236,4.61743731011441,5.22683237897961,4.61549785573746,4.36124538009954,4.81822172320917,3.88869978347649,4.71624114416492,4.97607186058075,5.51406604802654,7.35593722136236,6.0637194640394,5.24487722887706
"sample_33","Class_A",5.48910396594734,5.40094798501816,5.90408432125321,5.30930110217724,5.39328922405917,4.17797214100094,2.79070490020235,5.60549594362537,6.98466153751523,5.76894091461538,6.89742149724957,4.23085505193109,5.7278256161745,6.02407123075471,5.67234141405272,5.04409019258588,4.58727659192686,4.87063662898381,3.13868203398583,4.97290962726717,5.08553143546478,5.36452122079038,4.63462618956988,4.05254348113709,4.80810772797866,6.82442815654383,3.41244942216798,5.17130709870582,1.86931771200044,5.46548477082547,4.87645498342552,5.63292413301685,3.57068793946291,6.00087708195261,5.19505862363989,4.07266043017308,5.69911829570645,6.22812637732323,4.84797500172462,5.79219053646806,7.09963179777673,4.3304534542665,4.07154961382647,5.71332229287826,5.6163918494651,6.26528333402525,8.22661693071957,4.76466564437173,5.23434004676821,4.7403786347972,4.57006178203087,5.3915309420166,5.6449148946664,4.29598459276323,4.33196041795892,6.53493194368444,4.77579690397483,6.36045175906165,5.97150127029379,5.00491781483869,4.29685449543118,4.49787187210499,4.89746053256615,3.22583138638794,5.5761805238545,4.79041714626665,4.45111762086644,6.38540747378484,6.50347760203125,4.72982843900506,5.15823728212641,4.55794432787832,5.33601517365184,5.39206013788713,4.58465053658695,4.57032419710835,4.12822083333399,4.29308121815673,4.67824965454949,4.80099714736628,5.61517675957862,6.41350402875359,5.97266329234351,6.12148144121134,5.62030393541337,4.70146671893862,6.10946169616345,4.83834127040301,3.82086895698233,5.22651307763854,4.94838466088751,5.8263091615508,5.40578200448606,4.66255533181089,4.82003207808567,3.93010648965611,3.83712515431418,4.1060828267732,4.42181226940258,3.84020718465601
"sample_34","Class_A",4.86866415190364,4.96585389139074,6.00661233013213,6.0693117465476,4.24066037865692,4.60983476322827,3.38099594002059,5.76719686528705,5.49881593765507,4.95203850818333,5.03611291410918,3.77723536356299,4.59317740602599,5.4560251424301,4.60322273718153,5.24409357378275,5.18152363117218,4.49753818620905,5.72696747261686,5.35981809095852,4.55387718286985,5.87856971914697,4.60268319791123,4.74556009081254,3.89463087852702,4.76248049442643,5.48500627162628,4.62760219495585,6.68871574895912,6.27254582793159,5.41234633076016,3.97793887162051,5.44228264336771,6.07806139184125,3.39432169532349,5.97624352801371,5.74645901146289,6.09111012631592,4.25501973616625,5.89693656851295,6.8987712390836,4.4507059485563,2.45437772785349,6.27812971539759,4.78965629915787,4.74917167259319,3.67566635251463,4.43637997531295,5.28634716315691,4.88206431923303,2.5028377708288,5.9517100810997,4.50730238061617,6.37912848858776,4.1093262183197,3.90344107446539,4.78220530633335,5.19636131322226,5.36778876978796,6.17252760074794,3.7934519035081,5.95558133106974,4.88157673866773,6.12079852520366,5.05349594165759,3.99392440450851,3.77878628997458,4.76328178391341,4.65211694574241,6.24352781861074,5.23740761789601,6.31168818808993,6.00470277137353,5.56984118129194,4.19335502150069,6.81530427287397,4.7954502528713,5.00061243247206,4.90289569577882,6.25497660962747,6.5022836903858,5.78171226877077,6.11060365908725,5.24015554987067,3.06047698972321,4.05561162029158,4.96643223834513,6.10561885945183,6.68774115093205,2.33022735385384,5.68320558397744,3.28779161261565,5.85129500504592,5.45085396153447,4.26177193856795,5.48295204564938,6.69538266802566,5.12657448718793,5.39918057945967,3.79747757327256
"sample_35","Class_A",4.35493099617699,4.89171354621516,6.03777459132719,4.56909441723676,5.40657572282942,2.97835067178122,3.79109370327664,3.57336705921784,5.67175192939967,6.96374557787437,5.12187084874159,4.00909997928574,3.71751141534931,4.94194596242431,4.25304366821717,3.76225558960461,5.28575966894348,5.75122569685173,4.75770429448013,5.36729997401696,4.88812932489558,2.51923569580307,4.4575468800484,4.12212131482759,2.33649708313585,5.86667117666547,4.09345845587374,5.88956189681995,5.58653205716274,5.18753317841452,4.35775082533188,5.05891247075678,4.79947503381762,4.92977941261288,7.40249473268643,3.62713568756662,5.75756007296906,4.73066292383131,3.64514238622173,2.83616092135509,4.64184939772848,6.61328622653023,5.61854149185943,6.06771006473298,2.53922922235436,4.70803936271281,7.20057490060283,5.60125678774682,4.38219394321764,4.21246848500022,4.33411236692817,3.88507884328315,6.42033701236552,4.96699918821726,5.30051966142116,6.49165078554472,4.32892543527164,4.49329923038508,6.39592586563484,4.6647468539989,6.54079275580904,4.66531103335171,5.03205072841384,3.85523599344134,4.69768317262798,5.01212180702883,4.05281026252453,5.83907543831498,4.09218792211239,5.54296557887307,3.79449665678507,4.78721057782046,4.69627799038772,6.60757639667439,2.42688491643422,3.97279258941424,4.08415335485434,3.11608654000328,4.12907863242845,4.67125413234895,4.25310866133234,5.06675846037269,4.28636467656442,6.39490211268616,5.24299105297004,6.57939012364192,4.64828623941429,5.15883411272367,4.98510652657753,5.98496505570303,4.52144000180661,3.68746672086332,5.3747785606924,6.05501970401921,5.53331509899825,7.94816423084043,3.69065922472729,5.7363769679536,3.63975107043836,4.2258491286306
"sample_36","Class_A",2.59280083537833,5.07562329008113,5.83293077894827,4.82000050789332,6.04834522054849,4.53527385351517,3.83152023876904,6.10535918651686,5.98408235371535,4.9835112699361,3.86533279703335,6.09689486119955,5.09541743668599,3.20188971849741,5.72329809468747,5.05096396459399,5.12358946482602,6.49750708820511,5.85645474524213,3.45119726288058,5.94273199741864,4.6067368683137,4.17427467186361,3.12691890402657,5.25282243350581,3.91715514082076,4.41955161968933,4.81817216380503,5.49847254613826,5.70274414233816,5.12106055970428,5.29590910898365,5.63525662656155,3.40617994803616,5.44793340777531,5.38947015890171,5.07036321504319,7.05367332251714,5.80373602322928,5.70877476106853,5.09844098745099,5.63552239341065,6.40614408323747,5.71308187295326,4.7322395665488,4.30340485637706,5.80493962945295,5.20026149732324,4.65649145517028,4.11526528092148,5.878642520357,3.12543831798199,6.74014233620586,4.30320217242228,4.27934063574847,5.69345514857234,4.61995399103126,5.48350851073131,4.77254812016486,6.81474507511583,5.64374865987247,5.23514133387983,5.8797484196769,5.73758245228522,6.12447727595405,4.8140933837062,4.16914143225742,4.55647911043491,4.98504646486602,5.63256743352708,5.15787199438023,5.61956131293309,4.58295764615992,5.4558580928729,5.05327643060117,4.62273278602032,5.02779230912314,6.51533505309946,7.00021337192771,5.66345497766337,6.25261340909532,2.93701094067093,3.48640600213318,5.25582392059371,5.3208053997286,2.40695119157316,4.50345771038491,5.51203309654998,3.91226962360696,5.98167940963665,4.96358802141317,5.27320687953586,4.46987077912055,4.71826681922829,5.32347580698605,5.51896560183138,6.31686534935225,4.69845567517,5.00490796792482,4.10182400111275
"sample_37","Class_A",4.28604790480227,4.21014293996218,7.96222217712565,5.0445071898531,7.18420830725454,4.82508035156714,4.16758253342972,5.54552113560419,2.98533223357174,5.16858318936156,4.51899873485034,6.56494220050292,6.07927229106373,4.44745609707333,4.58203532478011,6.47875129127612,3.43699469987543,4.96992801234752,5.00468908440597,4.87232263386894,4.06910544578944,5.55812645937841,4.03786587494627,6.40632967051468,4.72856763124093,5.69437179099921,3.16022613821209,5.37157212464414,5.61796673604939,4.03734340091242,3.55986467377196,4.75735802139782,5.57973750902296,5.23942790951693,5.42586050066394,4.87034967910549,5.3023455146409,6.13207930722275,5.15891131146648,5.35209115767108,3.75001334725156,6.3563264446513,5.33420622521564,5.40130269422119,4.84995230170231,5.84925001334609,5.03373800716624,5.67413598575148,4.15969021708679,4.81615853577793,6.55518702064539,5.32539023843168,4.88129045889131,4.09310016994059,3.10601306412428,4.45787656475228,4.53002578949783,4.86372483853655,3.03000219589711,5.32592951733693,4.3607361906035,7.54715898826282,4.82673719181718,4.70332745580083,5.84794913727662,5.99418173290432,5.60735403118971,8.15403392778473,5.88860007039256,5.00089511561577,4.70519979821893,3.2557009520234,5.31849445409342,3.45999631003545,6.95951473162139,5.04757895338809,5.20773772504734,4.11874190837583,3.36706386236623,6.19085485423131,3.95811931307471,3.91198539682337,6.02774885892662,3.61122226122488,4.91248755038521,4.09082465134092,2.95471123882075,5.89200364944968,3.99493425541539,3.76571035198642,4.73034264303516,6.00908812368373,4.71492386587401,3.36734175193975,4.27515936093972,4.31053360412741,5.97006719786495,5.96814632643658,6.4198032310178,4.61559941588746
"sample_38","Class_A",4.08688596027626,4.22440400553591,5.12773357839909,5.23968373209765,4.4928463532941,5.09205622148655,6.17097307172232,3.88395926914313,4.19197737512708,4.39220598715026,4.59698684592415,4.88465653268985,5.66925777710394,5.69706621918281,4.5052974293693,6.69847176272546,4.43486503490916,6.25555079483775,3.92857467394625,6.31844799046187,4.83922501748559,5.12992833515277,7.02561590624951,4.75024279324151,5.35136921798236,4.31457938068655,5.00088595660132,4.84866973829948,5.64367769507124,6.39981282419889,5.62713696179393,5.61966288666818,4.41168506001174,6.20775223100354,4.98962220768965,5.70932167140876,2.85609125281495,4.239652967204,5.37679509899773,4.30280025358633,4.90572685944714,4.41876177636876,5.56977801925689,5.4543237081847,5.85999698471322,5.24613897928946,3.68571853451751,4.82674060882075,6.84916733907892,3.37864000605665,6.83606354204835,4.66210475932054,4.90382897547442,3.82781798138994,4.66155728228255,5.88961392887987,6.32137717600986,4.70134740635085,5.75337594083925,4.45571544155057,5.09302732237863,5.26591746579522,5.46579978716603,4.43752831982334,3.6141726974525,3.33121578096355,3.69731866902955,7.09133670107916,5.70141206672158,5.97193007023367,4.84253243836637,5.41984240817967,5.99596736287551,3.53768648808934,6.12621062960322,4.29257388890951,6.54806128825223,3.52687137902354,3.96803281810814,5.48660043953142,5.38905218356415,5.37249808553993,8.31469408852315,6.03152590918435,4.59590408721076,3.92188107182206,3.60469391187406,4.16397555573901,4.36121832041131,2.92924271901288,6.61843440204868,6.50114310843608,4.42059562156765,6.36025100633901,6.20081990626934,6.65035300078329,3.38450128550823,4.81380601079224,4.56931970640789,5.55675020967407
"sample_39","Class_A",5.99272327621871,4.17135157487214,6.30880466202725,4.60536007295366,4.22622201054415,5.63565336642521,3.7966398436648,3.83924067695645,4.71684122729779,5.29761533080805,5.75636177390036,4.51922455056039,4.6136497963969,5.00285462358846,3.64807406759594,4.09066233065538,3.27601519565101,6.53463751434067,5.89032474766051,5.75836680186217,4.06352310703826,4.14107436784277,3.37104710753408,4.24049112744303,4.93115918830733,5.23274183629229,4.36305755362678,4.03640296795887,5.45327371677173,3.78962991775915,3.85423709486246,5.47400369227631,3.12924176541371,6.11252164811343,3.53991957505982,3.85913568503804,6.22359410118513,5.47819002503529,3.72451769067995,4.16024072291885,3.69601381819663,6.79338606539953,4.68394128534267,3.07255422408613,4.24943862395658,6.02573865643678,5.11848158720737,6.62484996209357,3.79302471814031,3.33641251321137,4.62605919301714,3.64616102122554,4.76964660996957,5.08076364111054,4.99108449667263,3.81306252159579,6.40450904376001,6.41929057068788,4.94390113258632,4.61525705862151,5.73092285320294,4.69252682230441,4.8691632348017,3.05325933236387,3.89402919890065,4.65200146313805,5.71211213902512,3.26096693042026,5.7085603782401,5.71831780065239,4.80181452748426,5.4686416664408,3.7674930504046,4.51381553954413,3.96546225682219,5.78708668349075,2.83202578029323,4.10537057324505,7.60481843814336,4.03954684437777,3.3163974381455,5.67891231024187,3.86724982681577,5.92246040938179,5.38941622005743,4.01115530127093,6.48722861658697,4.82121945001096,3.90653102530925,4.6946032926161,5.15471841284066,4.44917623989103,5.99698586145006,5.23117228560753,5.34690162794417,5.02551055827119,5.93061816593495,4.31074661716751,4.96858822385309,6.72407260881646
"sample_40","Class_A",5.27717953698224,3.25721078757074,3.6614024246101,4.16775523800614,6.71726537549915,6.14389947970217,4.63855051731139,5.52211898088009,4.43914607897554,2.78775047488809,5.00105420588257,3.35645038663145,4.4959917251965,6.25308039897238,5.23405018872413,3.95851449335192,5.06390898109096,5.711828648163,5.04478323476283,5.34787024547434,5.57826801147504,4.66491286933516,5.33590797940921,5.12812246972096,7.18342392022343,4.79258295353282,4.31804198511524,4.49492074988118,5.59012372643838,6.6510503361953,4.94748139545379,6.50662880116972,3.45319309370669,4.96493806484124,4.71532796130539,5.10124360353699,4.45699685206233,5.61018496230534,6.23496442523353,5.25257292514546,4.12736560412622,3.89371092787236,5.14661207050959,3.51590740379307,5.70453795209892,4.37802578952804,4.65496696878109,4.04408880913739,3.72780395253385,5.84251787895568,5.17241695863586,5.32159918756518,5.99910099687935,5.92331366955486,6.32729460733625,5.85361408013403,5.24930235518913,5.16359145816402,5.56335619493468,6.22306698423711,3.30935726691392,5.12667534186176,3.54906704266267,4.66811881876365,6.0328500401715,4.69831580854129,5.23124355806893,5.66735099528794,3.84807226601344,3.01433320974232,4.87332705748197,4.69616677156348,3.95587491005058,4.27436429910184,5.89694598172682,3.20828188497933,6.90222269028175,5.50168406026196,5.76367177103066,6.4600612081007,4.85493337984885,5.92893888065046,4.38998116847553,3.22964114236948,6.73588028409063,3.41278866971378,4.63372800102932,5.05615477440635,5.34224700658686,1.87888790471087,5.95341884211704,5.12454987509568,5.44652108355717,4.75057435210975,5.54549304363322,5.41177723445073,5.50267676698736,3.71595655175064,3.36904574765018,5.28177950353766
"sample_41","Class_A",5.60187882289449,6.2311778702811,5.28998418374287,4.84328297256558,3.74482066966867,5.36580689958121,5.08586600782612,5.26174821928621,3.49931941171905,4.3291827167463,3.88152551029876,7.60723259121574,4.70532386532388,4.34432945408829,4.66596987504658,5.86525279598484,6.13044318915596,4.51374437810785,5.09884160610271,4.61331001867259,5.577456931981,4.83949357429998,3.66324269183674,5.87359969232165,5.27058713325328,3.78691780248277,4.16467458796173,4.19955802207659,5.12954225622343,3.90133272489101,4.60224306982778,6.11276489190273,2.88599745119654,5.96038598568307,7.14865456967931,5.56763347302862,5.66484613034471,5.58303512365858,4.82641269972824,3.54563619273296,5.88178127605643,6.12969926290491,5.32538357420473,5.2759157395581,6.68266263179753,6.61759219030291,4.47470414428626,2.22663301840286,7.08248491456736,6.51512061018462,6.5571163343238,2.80613391927621,4.9404676612193,6.47919515163734,4.17319555895825,5.09519858556684,6.97866670574169,4.89404065452585,5.61404681339781,5.15008672849758,4.28590963260251,4.86632303197037,7.22404811442888,4.95965058488913,4.21442318203162,5.20097263904671,4.91734067776797,5.61380549230236,4.25546491051789,6.81149708144454,4.8559686228691,4.0800156750529,5.76691472304355,4.02883024035753,6.13090384616584,4.67440631207283,6.11303260263492,3.83035931874847,5.40187817947112,4.36693846196394,3.70703234933949,5.80991520273583,5.25673083615507,4.45567537124217,6.94169243058426,5.05676310640323,4.10716202415163,5.03289172940329,3.99637203889806,5.26361069082638,4.89851957486556,4.91736077835882,5.91020916322745,3.78793281613981,6.23108746427666,5.41914813984079,5.72318269193261,3.5954479414716,5.37894610017972,4.69930079175451
"sample_42","Class_A",4.78544541340069,5.60027820386814,6.26969384434237,6.88895547432808,4.1450138474845,5.49498722549821,4.44860713793903,5.45874233132239,5.48918393963849,5.81956217471945,4.53899844640797,4.38215481518307,5.14058649539504,5.85069502428574,3.50864784529516,3.61321771858563,4.51944351083235,4.15426102369468,5.69331103414006,4.6767650681892,6.20222569047236,6.53037367127504,3.78066326472209,5.49909876157151,5.3961490416566,5.45113100266245,4.55699882627216,5.74842146571506,4.6025834057054,5.82373348304204,4.75203738531761,5.94329249237552,5.66198945956715,6.32431455166389,6.10743072060466,3.63058254302564,4.85288837838844,5.53246365000634,5.5575991863778,4.35365600803189,3.79836925230645,4.44895887081821,3.55872284254837,5.65969778137243,3.936371424993,7.01469137669893,3.55550970957229,4.50091108950098,5.06866072001078,5.06060390636207,5.59133282107172,2.4159596057006,4.07557121333654,4.64102853004976,4.05257080731834,4.55705253026782,4.54164877680457,3.34257804168678,4.27984672090556,4.24711053442855,3.94072661662249,6.85558697218666,3.85725764846076,4.06358242829103,4.46361566071786,5.66476745282694,5.23069231140622,5.37073218578207,5.59900464049509,6.00918857860776,4.59024688434885,5.29872692993751,6.42925659222428,4.40015660272799,5.2274274970014,5.60691388034464,3.98587638224978,5.17321247392134,5.48266048812648,4.90277150947189,5.86091241782007,5.46553033368798,4.47813108094333,4.0763792307059,5.70863774688919,5.35346412845542,5.27450501536208,3.53505046687752,5.19028219996611,3.80305344863408,6.8321439570158,5.193505937271,4.70936150598639,5.1074433550372,3.97709566906218,2.95607248891097,5.37643035488048,4.16428267649125,3.78875869156357,3.48304671726493
